date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:02:13	86137/86137	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202024%2011:02:13%20GMT	https://www.lbpam.com/fr/actualite/articles/la-banque-postale-asset-management-devient-lbp-am	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/fr/actualite/articles/la-banque-postale-asset-management-devient-lbp-am.html	(from https://www.lbpam.com/fr/notre-identite/qui-sommes-nous)
12:02:14	178944/178944	---M--	200	added ('OK')	image/png	etag:0x8DB6B3A8B2BB9AF	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lbp-am-logo-transitoire-ca3c0826c1034f314460ddfe8d4537dd0facb5fd.png	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lbp-am-logo-transitoire-ca3c0826c1034f314460ddfe8d4537dd0facb5fd.png	(from https://www.lbpam.com/fr/notre-identite/qui-sommes-nous)
12:02:14	44342/44342	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2012%20Jun%202023%2011:46:07%20GMT	https://lbpamprodcdn.azureedge.net/ui-kit/2023-03-09-b656e332/resources/js/owl.carousel.min.js?update=1683276983543	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/ui-kit/2023-03-09-b656e332/resources/js/owl.carousel.min7f65.js	(from https://www.lbpam.com/fr/notre-identite/qui-sommes-nous)
12:02:15	789/789	---M--	200	added ('OK')	text/javascript	etag:0x8DB6B3A9E38B795	https://lbpamprodcdn.azureedge.net/ui-kit/2023-03-09-b656e332/resources/js/lb-carousel-init.js?update=1683276983543	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/ui-kit/2023-03-09-b656e332/resources/js/lb-carousel-init7f65.js	(from https://www.lbpam.com/fr/notre-identite/qui-sommes-nous)
12:02:17	427903/427903	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2018%20Sep%202023%2008:53:34%20GMT	https://lbpamprodcdn.azureedge.net/widgets-assets/lbpam-career-widget/0.2.7/lbpam-career-widget.js?update=1683276983543	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/widgets-assets/lbpam-career-widget/0.2.7/lbpam-career-widget7f65.js	(from https://www.lbpam.com/fr/notre-identite/qui-sommes-nous)
12:02:18	19095/19095	---M--	200	added ('OK')	image/png	etag:0x8DB6B3A7D98D480	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=1337]lb-expertises-e59cc281a63d73c4a8ebaf1ab51077fa3cdd3255.png	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=1337]lb-expertises-e59cc281a63d73c4a8ebaf1ab51077fa3cdd3255.png	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:18	126923/126923	---M--	200	added ('OK')	image/png	etag:0x8DB7D65BBB42C8A	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/mourey-emmanuelle-75c43418019ad49a630dfdb6354953f7c88ff5dc.png	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/mourey-emmanuelle-75c43418019ad49a630dfdb6354953f7c88ff5dc.png	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:19	4865/4865	---M--	200	added ('OK')	image/jpeg	etag:0x8DBE68ED8D2F945	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/sans-titre-1-83c3b73ce2f03379e9a606a796536085254aeca4.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/sans-titre-1-83c3b73ce2f03379e9a606a796536085254aeca4.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:20	5626/5626	---M--	200	added ('OK')	image/jpeg	etag:0x8DBE6A72CA294E5	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/sans-titre-efc537e4e2c83652095763b87c4527c811c413d1.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/sans-titre-efc537e4e2c83652095763b87c4527c811c413d1.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:20	5099/5099	---M--	200	added ('OK')	image/jpeg	etag:0x8DBE6A7A0580C03	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/clement-gregory-2de80cac698ef535af510eec9a4130a95856fe20.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/clement-gregory-2de80cac698ef535af510eec9a4130a95856fe20.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:21	76855/76855	---M--	200	added ('OK')	image/jpeg	etag:0x8DBF72F5C52868D	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/desnoes-lily-web-c0a5b89fada8a1f99d208488d9df36ec6153784f.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/desnoes-lily-web-c0a5b89fada8a1f99d208488d9df36ec6153784f.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:21	78896/78896	---M--	200	added ('OK')	image/jpeg	etag:0x8DB7D6438EA2B29	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/jaques-emmanuelle_web-4e94e1f0344aa5159ab0cd12867e6a39538518bf.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/jaques-emmanuelle_web-4e94e1f0344aa5159ab0cd12867e6a39538518bf.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:22	5113/5113	---M--	200	added ('OK')	image/jpeg	etag:0x8DBE6A93D80BD99	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/guillaume-lasserre-c79077de43a42d89c8e9f1ba0435bd6e564a7420.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/guillaume-lasserre-c79077de43a42d89c8e9f1ba0435bd6e564a7420.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:23	13760/13760	---M--	200	added ('OK')	image/jpeg	etag:0x8DBE6BC29323168	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/sans-titre-1-731489fa1398557631f9251e6ba8af0753841943.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/sans-titre-1-731489fa1398557631f9251e6ba8af0753841943.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:23	60972/60972	---M--	200	added ('OK')	image/jpeg	etag:0x8DBDC4866BBBAE2	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/michel-saugne--2023-63c97a8aa416a6773e34a8a53f9be697941d3823.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/michel-saugne--2023-63c97a8aa416a6773e34a8a53f9be697941d3823.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:24	4111/4111	---M--	200	added ('OK')	image/jpeg	etag:0x8DBE6A82217E2D1	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/mathilde-sauve-2469cd5c5c3518f2be439d444148785cecc9d41e.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/mathilde-sauve-2469cd5c5c3518f2be439d444148785cecc9d41e.jpg	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:24	325810/325810	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2018%20Sep%202023%2009:03:37%20GMT	https://lbpamprodcdn.azureedge.net/widgets-assets/lbpam-press-widget/0.2.7/lbpam-press-widget.js?update=1683276983543	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/widgets-assets/lbpam-press-widget/0.2.7/lbpam-press-widget7f65.js	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:25	2465/2465	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2017:07:59%20GMT	https://lbpamprodcdn.azureedge.net/ui-kit/2023-09-18-a8f58a78/resources/js/scroll-out.min.js?update=1683276983543	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/ui-kit/2023-09-18-a8f58a78/resources/js/scroll-out.min7f65.js	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:26	162/162	---M--	200	added ('OK')	text/javascript	etag:0x8DBB932F9E36B6C	https://lbpamprodcdn.azureedge.net/ui-kit/2023-09-18-a8f58a78/resources/js/lb-custom.js?update=1683276983543	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/ui-kit/2023-09-18-a8f58a78/resources/js/lb-custom7f65.js	(from https://www.lbpam.com/fr/notre-identite/gouvernance)
12:02:26	9937/9937	---M--	200	added ('OK')	image/jpeg	etag:0x8DB6D6DBC30133F	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=1557]coherence3-89d1367cd441a1c174b62a29f0661d05173d95f3.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=1557]coherence3-89d1367cd441a1c174b62a29f0661d05173d95f3.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:27	66332/66332	---M--	200	added ('OK')	image/jpeg	etag:0x8DB79609321A1A7	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/climat--2B-277584ed8d1ec3fcdfad523f51752cc4a75faf9a.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/climat--2B-277584ed8d1ec3fcdfad523f51752cc4a75faf9a.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:27	35054/35054	---M--	200	added ('OK')	image/jpeg	etag:0x8DB798DEABC1CDB	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/biodiversite--2B-b27e2d99e9864cc05e520a9883f4499d4b143ca2.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/biodiversite--2B-b27e2d99e9864cc05e520a9883f4499d4b143ca2.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:27	74310/74310	---M--	200	added ('OK')	image/jpeg	etag:0x8DB7323239C80D5	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/medium-crop--5Bid-3D1629-5D-optim-a0b432f61b0dfe50e21f971ab87185e8861f05be.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/medium-crop--5Bid-3D1629-5D-optim-a0b432f61b0dfe50e21f971ab87185e8861f05be.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:28	323400/323400	---M--	200	added ('OK')	image/jpeg	etag:0x8DB6B3A8CD50D2F	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/daniel-olah-y-qjzs9fru0-unsplash-9c222c8e51f6ebe5c152061c411ebf25ccad3c15.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/daniel-olah-y-qjzs9fru0-unsplash-9c222c8e51f6ebe5c152061c411ebf25ccad3c15.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:28	122801/122801	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202024%2011:02:28%20GMT	https://www.lbpam.com/fr/notre-identite/notre-methode-d-analyse-isr	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/fr/notre-identite/notre-methode-d-analyse-isr.html	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:28	40342/40342	---M--	200	added ('OK')	image/jpeg	etag:0x8DB70CCC83F7E53	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/3-ee86b95790a791e2099cac858117431886b1116b-3589b1f07932d896cba2eaff54d9d1fd6ffe7bf9.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/3-ee86b95790a791e2099cac858117431886b1116b-3589b1f07932d896cba2eaff54d9d1fd6ffe7bf9.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:29	138616/138616	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202024%2011:02:29%20GMT	https://www.lbpam.com/fr/notre-identite/biodiversite	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/fr/notre-identite/biodiversite.html	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:30	57157/57157	---M--	200	added ('OK')	image/jpeg	etag:0x8DB77D0FCDA7893	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/biodiversite-6b6dd6f5f55aef24661de200257fb83227889756.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/biodiversite-6b6dd6f5f55aef24661de200257fb83227889756.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:30	1618179/1618179	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:29%20GMT	https://www.lbpam.com/publication/lbpam-tfsa_politique-de-vote-2023--281-29.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/lbpam-tfsa_politique-de-vote-2023--281-29.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:31	2430593/2430593	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:30%20GMT	https://www.lbpam.com/publication/lbpam-po_engagement-2023-creaprod-3.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/lbpam-po_engagement-2023-creaprod-3.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:31	8855/8855	---M--	200	added ('OK')	image/jpeg	etag:0x8DB77D131D51560	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/neutralite-carbone-cb4d86b381946c5feefa82270fe9557fbbd6a4ff.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/neutralite-carbone-cb4d86b381946c5feefa82270fe9557fbbd6a4ff.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:32	71246/71246	---M--	200	added ('OK')	image/jpeg	etag:0x8DB77D1709A3128	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/petrole-786c9d1ba8bf8d6394fe16a4e9e5ae0abf3e09de.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/petrole-786c9d1ba8bf8d6394fe16a4e9e5ae0abf3e09de.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:32	692145/692145	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:31%20GMT	https://www.lbpam.com/publication/ComplianceDoc/LBPAM_Decarbonation_des_portefeuilles_octobre_2022.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/ComplianceDoc/LBPAM_Decarbonation_des_portefeuilles_octobre_2022.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:32	60822/60822	---M--	200	added ('OK')	image/jpeg	etag:0x8DB77D1A92B50E9	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/charbon-cc37b3077fbd26cab04d4ca1f56bb6d5545ff62e.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/charbon-cc37b3077fbd26cab04d4ca1f56bb6d5545ff62e.jpg	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:32	4343214/4343214	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:30%20GMT	https://www.lbpam.com/publication/ComplianceDoc/LBPAM_TFSA_Politique_Biodiversite_2022.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/ComplianceDoc/LBPAM_TFSA_Politique_Biodiversite_2022.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:32	535198/535198	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:32%20GMT	https://www.lbpam.com/publication/ComplianceDoc/lbpam_politique_petrole_gaz_2022.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/ComplianceDoc/lbpam_politique_petrole_gaz_2022.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:33	955480/955480	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:32%20GMT	https://www.lbpam.com/publication/ComplianceDoc/Politique_Charbon_LBPAM_2021.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/ComplianceDoc/Politique_Charbon_LBPAM_2021.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:36	2056264/2056264	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:32%20GMT	https://www.lbpam.com/publication/ComplianceDoc/rapport_isr.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/ComplianceDoc/rapport_isr.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:36	6419/6419	---M--	200	added ('OK')	image/jpeg	etag:0x8DB77E16D3118C2	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=2246]biodiversite-b864682057ff208bd34a6fb253e472da19ebbe34.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=2246]biodiversite-b864682057ff208bd34a6fb253e472da19ebbe34.jpg	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:36	2172582/2172582	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:33%20GMT	https://www.lbpam.com/publication/ComplianceDoc/LBPAM_Politique_de_Vote_2023.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/ComplianceDoc/LBPAM_Politique_de_Vote_2023.pdf	(from https://www.lbpam.com/fr/notre-identite/notre-expertise-en-gestion-isr)
12:02:37	87345/87345	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202024%2011:02:37%20GMT	https://www.lbpam.com/fr/actualite/articles/lbp-am-partenaire-de-la-cravate-solidaire-une-campagne-2023-fructueuse	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/fr/actualite/articles/lbp-am-partenaire-de-la-cravate-solidaire-une-campagne-2023-fructueuse.html	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:37	76947/76947	---M--	200	added ('OK')	image/jpeg	etag:0x8DB7659603222A4	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-employeur-rh-f4722a67a2765e93c463cfe6cac7eb250c76ac04-10c60c6263c99564fc97b3e8ea83790270f2e07f.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-employeur-rh-f4722a67a2765e93c463cfe6cac7eb250c76ac04-10c60c6263c99564fc97b3e8ea83790270f2e07f.jpg	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:37	246786/246786	---M--	200	added ('OK')	image/jpeg	etag:0x8DB7658504CECD6	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/batiment-morland-carre-11da49ec0d65e744988871ae9942e95b1cbbd82d-7434b10950d59f610d6d142fbf617ea8db104eba.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/batiment-morland-carre-11da49ec0d65e744988871ae9942e95b1cbbd82d-7434b10950d59f610d6d142fbf617ea8db104eba.jpg	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:38	73220/73220	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202024%2011:02:37%20GMT	https://www.lbpam.com/fr/actualite/articles/epargner-solidaire-c-est-participer-activement-a-l-insertion-des-personnes-fragiles-dans-la-societe_1468	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/fr/actualite/articles/epargner-solidaire-c-est-participer-activement-a-l-insertion-des-personnes-fragiles-dans-la-societe_1468.html	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:38	32291/32291	---M--	200	added ('OK')	image/jpeg	etag:0x8DB81E807F8C789	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/vignette-gamme-partage-et-solidaire-a66b17c998b3c67462fce937593d02faa6aa830c.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/vignette-gamme-partage-et-solidaire-a66b17c998b3c67462fce937593d02faa6aa830c.jpg	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:38	68895/68895	---M--	200	added ('OK')	image/jpeg	etag:0x8DB70DA1C7EEEA2	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/gouvernance-responsable-optim-fa57d680b41f567e97322d03aa1981be1a80e028.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/gouvernance-responsable-optim-fa57d680b41f567e97322d03aa1981be1a80e028.jpg	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:39	37080/37080	---M--	200	added ('OK')	image/png	etag:0x8DB6B3A7E256FB0	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=1326]capture-drecran-2023-02-09-120457-85603844971d9c056d849c449211998c519573d4.png	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/small-crop-[id=1326]capture-drecran-2023-02-09-120457-85603844971d9c056d849c449211998c519573d4.png	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:39	81186/81186	---M--	200	added ('OK')	image/jpeg	etag:0x8DB77DEDB6D2C4F	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-expertises-banner-b14a5e73f92d6d6a0c284e381178f61173a8bbc9-c8a5162693fa75c145844e0c63a6310a5cf1ba73.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-expertises-banner-b14a5e73f92d6d6a0c284e381178f61173a8bbc9-c8a5162693fa75c145844e0c63a6310a5cf1ba73.jpg	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:39	3015615/3015615	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:36%20GMT	https://www.lbpam.com/publication/ComplianceDoc/essentiel_rse.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/ComplianceDoc/essentiel_rse.pdf	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
12:02:39	573984/573984	---M--	200	added ('OK')	image/png	etag:0x8DB6B3A8D94BEE6	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-expertises-cards-fcd6a98663c3f1aa9d5646f9a571513958c35489.png	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-expertises-cards-fcd6a98663c3f1aa9d5646f9a571513958c35489.png	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:40	1954898/1954898	---M--	200	added ('OK')	image/png	etag:0x8DB6B3A8ED240E3	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-real-privacy-7a3af85b2f16dbe857777145d9798f1220ae3d8c.png	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-real-privacy-7a3af85b2f16dbe857777145d9798f1220ae3d8c.png	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:40	62666/62666	---M--	200	added ('OK')	image/jpeg	etag:0x8DB723DB1A18815	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-bg-last-section-expertises-optim-323e64d206283237fe0fe596b5a598a428eb5912.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/lb-bg-last-section-expertises-optim-323e64d206283237fe0fe596b5a598a428eb5912.jpg	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:40	16633/16633	---M--	200	added ('OK')	image/jpeg	etag:0x8DB723D581AE2C1	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/accompagnement-2-optim-985d6a684a05398501f28bf504b8dcc3f2446c2a.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/accompagnement-2-optim-985d6a684a05398501f28bf504b8dcc3f2446c2a.jpg	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:40	18773/18773	---M--	200	added ('OK')	image/jpeg	etag:0x8DB723D6CD2E185	https://lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/photo-en-remplacement-sur-la-page-expertise-optim-198285dc4c0d4f10a2903471d4c83a2df2800a53.jpg	C:/Mes%20Sites%20Web/lbp/lbpamprodcdn.azureedge.net/cmsmedia/data/shared/imageFolder/photo-en-remplacement-sur-la-page-expertise-optim-198285dc4c0d4f10a2903471d4c83a2df2800a53.jpg	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:40	153432/153432	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202024%2011:02:40%20GMT	https://www.lbpam.com/fr/notre-expertise/gestion-dette-privee-infrastructure	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/fr/notre-expertise/gestion-dette-privee-infrastructure.html	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:41	126918/126918	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jan%202024%2011:02:41%20GMT	https://www.lbpam.com/fr/notre-expertise/gestion-dette-privee-immobilier	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/fr/notre-expertise/gestion-dette-privee-immobilier.html	(from https://www.lbpam.com/fr/notre-expertise/nos-expertises)
12:02:41	3015615/3015615	---MC-	200	added ('OK')	application/pdf	date:Wed,%2024%20Jan%202024%2011:02:38%20GMT	https://www.lbpam.com/publication/essentiel_rse.pdf	C:/Mes%20Sites%20Web/lbp/www.lbpam.com/publication/essentiel_rse.pdf	(from https://www.lbpam.com/fr/notre-identite/engagements-rse)
